time,ax,ay,az,gx,gy,gz,mx,my,mz,pressure
1.00,-0.19,6.12,-7.85,0.20,1.71,2.17,-26.30,14.85,-33.84,-1.00
13.00,-0.19,6.12,-7.85,0.20,1.71,2.17,-26.30,14.85,-33.84,-1.00
25.00,-0.22,6.12,-7.83,0.20,1.71,2.17,-25.74,12.72,-34.01,-1.00
37.00,-0.24,6.14,-7.86,0.20,1.71,2.17,-25.74,12.72,-34.01,-1.00
99.00,-0.20,6.12,-7.84,0.20,1.71,2.17,-25.74,12.72,-34.01,-1.00
111.00,-0.20,6.12,-7.84,0.20,1.71,2.17,-25.74,12.72,-34.01,-1.00
123.00,-0.24,6.13,-7.85,0.20,1.71,2.17,-25.74,12.72,-34.01,-1.00
137.00,-0.24,6.12,-7.85,0.20,1.71,2.17,-27.24,14.03,-33.33,-1.00
149.00,-0.24,6.12,-7.85,0.20,1.71,2.17,-27.24,14.03,-33.33,-1.00
161.00,-0.23,6.13,-7.83,0.20,1.71,2.17,-27.24,14.03,-33.33,-1.00
173.00,-0.23,6.13,-7.83,0.20,1.71,2.17,-27.24,14.03,-33.33,-1.00
187.00,-0.20,6.12,-7.81,0.20,1.71,2.17,-27.24,14.03,-33.33,-1.00
199.00,-0.21,6.12,-7.84,0.20,1.71,2.17,-27.24,14.03,-33.33,-1.00
211.00,-0.21,6.12,-7.84,0.20,1.71,2.17,-27.24,14.03,-33.33,-1.00
223.00,-0.22,6.11,-7.83,0.20,1.71,2.17,-27.24,14.03,-33.33,-1.00
237.00,-0.22,6.13,-7.85,0.20,1.71,2.17,-27.24,14.03,-33.33,-1.00
249.00,-0.22,6.13,-7.85,0.20,1.71,2.17,-27.24,14.03,-33.33,-1.00
261.00,-0.22,6.13,-7.85,0.20,1.71,2.17,-27.24,14.03,-33.33,-1.00
273.00,-0.22,6.13,-7.85,0.20,1.71,2.17,-27.24,14.03,-33.33,-1.00
287.00,-0.21,6.13,-7.87,0.20,1.71,2.17,-25.74,13.38,-32.65,-1.00
299.00,-0.20,6.13,-7.85,0.20,1.71,2.17,-25.74,13.38,-32.65,-1.00
311.00,-0.20,6.13,-7.85,0.20,1.71,2.17,-25.74,13.38,-32.65,-1.00
323.00,-0.22,6.12,-7.84,0.20,1.71,2.17,-25.74,13.38,-32.65,-1.00
337.00,-0.22,6.12,-7.83,0.20,1.71,2.17,-25.74,13.38,-32.65,-1.00
349.00,-0.22,6.12,-7.83,0.20,1.71,2.17,-25.74,13.38,-32.65,-1.00
361.00,-0.22,6.12,-7.85,0.20,1.71,2.17,-25.74,13.38,-32.65,-1.00
373.00,-0.22,6.12,-7.85,0.20,1.71,2.17,-25.74,13.38,-32.65,-1.00
387.00,-0.23,6.12,-7.83,0.20,1.71,2.17,-25.74,13.38,-32.65,-1.00
399.00,-0.22,6.11,-7.84,0.20,1.71,2.17,-26.49,13.05,-32.99,-1.00
411.00,-0.22,6.11,-7.84,0.20,1.71,2.17,-26.49,13.05,-32.99,-1.00
423.00,-0.23,6.11,-7.85,0.20,1.71,2.17,-26.49,13.05,-32.99,-1.00
437.00,-0.22,6.12,-7.82,0.20,1.71,2.17,-26.49,13.05,-32.99,-1.00
449.00,-0.22,6.12,-7.82,0.20,1.71,2.17,-26.49,13.05,-32.99,-1.00
461.00,-0.21,6.13,-7.83,0.20,1.71,2.17,-26.49,13.05,-32.99,-1.00
473.00,-0.21,6.13,-7.83,0.20,1.71,2.17,-26.49,13.05,-32.99,-1.00
487.00,-0.21,6.13,-7.84,0.20,1.71,2.17,-26.49,13.05,-32.99,-1.00
499.00,-0.20,6.22,-7.90,0.20,1.71,2.17,-26.49,13.05,-32.99,-1.00
511.00,-0.20,6.22,-7.90,0.20,1.71,2.17,-26.49,13.05,-32.99,-1.00
523.00,-0.23,6.12,-7.87,0.22,1.70,2.17,-24.99,13.71,-34.35,-1.00
